leg,issueDate,targetDate,entryTradeDate,exitTradeDate,direction,sourceId,thesisKind,leadDays,weightedAnomalyF,coveragePct,extremeCount,confidence,realizedMovePct
weather-follow,2021-05-01,2021-05-08,2021-05-03,2021-05-03,short,gfs-single,summer-cold-short,7,-5.275,0.566,3,0.4741,
weather-follow,2021-05-01,2021-05-08,2021-05-04,2021-05-04,short,gfs-single,summer-cold-short,7,-5.275,0.566,3,0.4741,
weather-follow,2021-05-01,2021-05-08,2021-05-05,2021-05-05,short,gfs-single,summer-cold-short,7,-5.275,0.566,3,0.4741,
weather-follow,2021-05-15,2021-05-22,2021-05-17,2021-05-17,long,gfs-single,summer-heat-long,7,13.355,0.7642,6,0.8148,
weather-follow,2021-05-15,2021-05-22,2021-05-18,2021-05-18,long,gfs-single,summer-heat-long,7,13.355,0.7642,6,0.8148,
weather-follow,2021-05-15,2021-05-22,2021-05-19,2021-05-19,long,gfs-single,summer-heat-long,7,13.355,0.7642,6,0.8148,
weather-follow,2021-05-18,2021-05-25,2021-05-20,2021-05-20,long,gfs-single,summer-heat-long,7,9.002,0.4811,5,0.7117,
weather-follow,2021-05-18,2021-05-25,2021-05-21,2021-05-21,long,gfs-single,summer-heat-long,7,9.002,0.4811,5,0.7117,
weather-follow,2021-05-19,2021-05-26,2021-05-24,2021-05-24,long,gfs-single,summer-heat-long,7,7.76,0.5,2,0.5544,
weather-follow,2021-05-21,2021-05-28,2021-05-25,2021-05-25,long,gfs-single,summer-heat-long,7,7.829,0.5377,1,0.5221,
weather-follow,2021-05-21,2021-05-28,2021-05-26,2021-05-26,long,gfs-single,summer-heat-long,7,7.829,0.5377,1,0.5221,
weather-follow,2021-05-31,2021-06-07,2021-06-01,2021-06-01,long,gfs-single,summer-heat-long,7,10.397,0.5849,5,0.7914,
weather-follow,2021-05-31,2021-06-07,2021-06-02,2021-06-02,long,gfs-single,summer-heat-long,7,10.397,0.5849,5,0.7914,
weather-follow,2021-05-31,2021-06-07,2021-06-03,2021-06-03,long,gfs-single,summer-heat-long,7,10.397,0.5849,5,0.7914,
weather-reversion,2021-05-31,2021-06-07,2021-06-04,2021-06-04,short,gfs-single,reversion-short,7,10.397,0.5849,5,0.7914,2.2814
weather-follow,2021-06-02,2021-06-09,2021-06-07,2021-06-07,long,gfs-single,summer-heat-long,7,9.263,0.4717,4,0.6889,
weather-follow,2021-06-06,2021-06-13,2021-06-08,2021-06-08,long,gfs-single,summer-heat-long,7,5.571,0.5,4,0.4867,
weather-follow,2021-06-06,2021-06-13,2021-06-09,2021-06-09,long,gfs-single,summer-heat-long,7,5.571,0.5,4,0.4867,
weather-follow,2021-06-30,2021-07-07,2021-07-01,2021-07-01,long,gfs-single,summer-heat-long,7,7.329,0.5377,2,0.5587,
weather-follow,2021-06-30,2021-07-07,2021-07-02,2021-07-02,long,gfs-single,summer-heat-long,7,7.329,0.5377,2,0.5587,
weather-follow,2021-06-30,2021-07-07,2021-07-06,2021-07-06,long,gfs-single,summer-heat-long,7,7.329,0.5377,2,0.5587,
weather-follow,2021-07-19,2021-07-26,2021-07-20,2021-07-20,long,gfs-single,summer-heat-long,7,9.036,0.5,3,0.6675,
weather-follow,2021-07-19,2021-07-26,2021-07-21,2021-07-21,long,gfs-single,summer-heat-long,7,9.036,0.5,3,0.6675,
weather-follow,2021-07-19,2021-07-26,2021-07-22,2021-07-22,long,gfs-single,summer-heat-long,7,9.036,0.5,3,0.6675,
weather-follow,2021-07-22,2021-07-29,2021-07-23,2021-07-23,long,gfs-single,summer-heat-long,7,8.416,0.4434,2,0.5396,
weather-follow,2021-07-22,2021-07-29,2021-07-26,2021-07-26,long,gfs-single,summer-heat-long,7,8.416,0.4434,2,0.5396,
weather-follow,2021-07-22,2021-07-29,2021-07-27,2021-07-27,long,gfs-single,summer-heat-long,7,8.416,0.4434,2,0.5396,
weather-follow,2021-08-02,2021-08-09,2021-08-03,2021-08-03,long,gfs-single,summer-heat-long,7,9.319,0.6321,1,0.6605,
weather-follow,2021-08-02,2021-08-09,2021-08-04,2021-08-04,long,gfs-single,summer-heat-long,7,9.319,0.6321,1,0.6605,
weather-follow,2021-08-04,2021-08-11,2021-08-05,2021-08-05,long,gfs-single,summer-heat-long,7,11.585,0.6981,5,0.8113,
weather-follow,2021-08-04,2021-08-11,2021-08-06,2021-08-06,long,gfs-single,summer-heat-long,7,11.585,0.6981,5,0.8113,
weather-follow,2021-08-04,2021-08-11,2021-08-09,2021-08-09,long,gfs-single,summer-heat-long,7,11.585,0.6981,5,0.8113,
weather-reversion,2021-08-04,2021-08-11,2021-08-10,2021-08-10,long,gfs-single,reversion-long,7,11.585,0.6981,5,0.8113,-2.8826
weather-follow,2021-08-07,2021-08-14,2021-08-11,2021-08-11,long,gfs-single,summer-heat-long,7,7.96,0.4906,2,0.5577,
weather-follow,2021-08-18,2021-08-25,2021-08-19,2021-08-19,long,gfs-single,summer-heat-long,7,8.078,0.5,1,0.507,
weather-follow,2021-08-18,2021-08-25,2021-08-20,2021-08-20,long,gfs-single,summer-heat-long,7,8.078,0.5,1,0.507,
weather-follow,2021-08-18,2021-08-25,2021-08-23,2021-08-23,long,gfs-single,summer-heat-long,7,8.078,0.5,1,0.507,
weather-follow,2021-08-20,2021-08-27,2021-08-24,2021-08-24,long,gfs-single,summer-heat-long,7,6.644,0.4245,2,0.4315,
weather-follow,2021-08-20,2021-08-27,2021-08-25,2021-08-25,long,gfs-single,summer-heat-long,7,6.644,0.4245,2,0.4315,
weather-reversion,2021-08-20,2021-08-27,2021-08-26,2021-08-26,short,gfs-single,reversion-short,7,6.644,0.4245,2,0.4315,2.003
weather-follow,2021-08-27,2021-09-03,2021-08-30,2021-08-30,short,gfs-single,summer-cold-short,7,-5.042,0.6792,3,0.5171,
weather-follow,2021-08-27,2021-09-03,2021-08-31,2021-08-31,short,gfs-single,summer-cold-short,7,-5.042,0.6792,3,0.5171,
weather-follow,2021-08-27,2021-09-03,2021-09-01,2021-09-01,short,gfs-single,summer-cold-short,7,-5.042,0.6792,3,0.5171,
weather-follow,2021-08-30,2021-09-06,2021-09-02,2021-09-02,long,gfs-single,summer-heat-long,7,8.062,0.3868,2,0.4683,
weather-reversion,2021-08-30,2021-09-06,2021-09-03,2021-09-03,short,gfs-single,reversion-short,7,8.062,0.3868,2,0.4683,7.2896
weather-follow,2021-09-06,2021-09-13,2021-09-07,2021-09-07,long,gfs-single,summer-heat-long,7,9.622,0.6415,2,0.7345,
weather-follow,2021-09-06,2021-09-13,2021-09-08,2021-09-08,long,gfs-single,summer-heat-long,7,9.622,0.6415,2,0.7345,
weather-follow,2021-09-06,2021-09-13,2021-09-09,2021-09-09,long,gfs-single,summer-heat-long,7,9.622,0.6415,2,0.7345,
weather-reversion,2021-09-06,2021-09-13,2021-09-10,2021-09-10,short,gfs-single,reversion-short,7,9.622,0.6415,2,0.7345,6.5164
weather-follow,2021-09-12,2021-09-19,2021-09-13,2021-09-13,long,gfs-single,summer-heat-long,7,11.085,0.7736,5,0.8126,
weather-follow,2021-09-13,2021-09-20,2021-09-14,2021-09-14,long,gfs-single,summer-heat-long,7,12.669,0.8019,6,0.8147,
weather-follow,2021-09-13,2021-09-20,2021-09-15,2021-09-15,long,gfs-single,summer-heat-long,7,12.669,0.8019,6,0.8147,
weather-follow,2021-09-13,2021-09-20,2021-09-16,2021-09-16,long,gfs-single,summer-heat-long,7,12.669,0.8019,6,0.8147,
weather-reversion,2021-09-13,2021-09-20,2021-09-17,2021-09-17,short,gfs-single,reversion-short,7,12.669,0.8019,6,0.8147,2.0442
weather-follow,2021-09-15,2021-09-22,2021-09-20,2021-09-20,long,gfs-single,summer-heat-long,7,11.228,0.6132,6,0.8076,
weather-reversion,2021-09-15,2021-09-22,2021-09-21,2021-09-21,long,gfs-single,reversion-long,7,11.228,0.6132,6,0.8076,-9.5438
weather-follow,2021-09-21,2021-09-28,2021-09-22,2021-09-22,long,gfs-single,summer-heat-long,7,8.84,0.434,5,0.6657,
weather-follow,2021-09-21,2021-09-28,2021-09-23,2021-09-23,long,gfs-single,summer-heat-long,7,8.84,0.434,5,0.6657,
weather-follow,2021-09-23,2021-09-30,2021-09-24,2021-09-24,long,gfs-single,summer-heat-long,7,15.72,0.9528,10,0.815,
weather-follow,2021-09-23,2021-09-30,2021-09-27,2021-09-27,long,gfs-single,summer-heat-long,7,15.72,0.9528,10,0.815,
weather-follow,2021-09-23,2021-09-30,2021-09-28,2021-09-28,long,gfs-single,summer-heat-long,7,15.72,0.9528,10,0.815,
weather-reversion,2021-09-23,2021-09-30,2021-09-29,2021-09-29,short,gfs-single,reversion-short,7,15.72,0.9528,10,0.815,14.2371
weather-follow,2022-04-25,2022-05-02,2022-04-26,2022-04-26,long,gfs-single,summer-heat-long,7,5.641,0.4245,3,0.4089,
weather-follow,2022-04-26,2022-05-03,2022-04-27,2022-04-27,long,gfs-single,summer-heat-long,7,8.626,0.5094,1,0.5413,
weather-follow,2022-04-26,2022-05-03,2022-04-28,2022-04-28,long,gfs-single,summer-heat-long,7,8.626,0.5094,1,0.5413,
weather-follow,2022-04-26,2022-05-03,2022-04-29,2022-04-29,long,gfs-single,summer-heat-long,7,8.626,0.5094,1,0.5413,
weather-follow,2022-04-27,2022-05-04,2022-05-02,2022-05-02,long,gfs-single,summer-heat-long,7,6.723,0.3868,3,0.4408,
weather-follow,2022-04-30,2022-05-07,2022-05-03,2022-05-03,short,gfs-single,summer-cold-short,7,-4.148,0.5,5,0.3862,
weather-follow,2022-05-03,2022-05-10,2022-05-04,2022-05-04,long,gfs-single,summer-heat-long,7,9.115,0.6321,6,0.792,
weather-follow,2022-05-04,2022-05-11,2022-05-05,2022-05-05,long,gfs-single,summer-heat-long,7,10.378,0.6321,8,0.81,
weather-follow,2022-05-05,2022-05-12,2022-05-06,2022-05-06,long,gfs-single,summer-heat-long,7,11.726,0.7358,7,0.8142,
weather-follow,2022-05-07,2022-05-14,2022-05-09,2022-05-09,long,gfs-single,summer-heat-long,7,14.477,0.8491,8,0.815,
weather-follow,2022-05-07,2022-05-14,2022-05-10,2022-05-10,long,gfs-single,summer-heat-long,7,14.477,0.8491,8,0.815,
weather-follow,2022-05-07,2022-05-14,2022-05-11,2022-05-11,long,gfs-single,summer-heat-long,7,14.477,0.8491,8,0.815,
weather-reversion,2022-05-07,2022-05-14,2022-05-12,2022-05-12,long,gfs-single,reversion-long,7,14.477,0.8491,8,0.815,-4.6965
weather-follow,2022-05-10,2022-05-17,2022-05-13,2022-05-13,long,gfs-single,summer-heat-long,7,10.443,0.717,4,0.804,
weather-follow,2022-05-14,2022-05-21,2022-05-16,2022-05-16,long,gfs-single,summer-heat-long,7,14.966,0.9434,10,0.815,
weather-follow,2022-05-14,2022-05-21,2022-05-17,2022-05-17,long,gfs-single,summer-heat-long,7,14.966,0.9434,10,0.815,
weather-follow,2022-05-14,2022-05-21,2022-05-18,2022-05-18,long,gfs-single,summer-heat-long,7,14.966,0.9434,10,0.815,
weather-reversion,2022-05-14,2022-05-21,2022-05-19,2022-05-19,short,gfs-single,reversion-short,7,14.966,0.9434,10,0.815,8.4507
weather-follow,2022-05-22,2022-05-29,2022-05-23,2022-05-23,long,gfs-single,summer-heat-long,7,7.818,0.4811,1,0.4799,
weather-follow,2022-05-22,2022-05-29,2022-05-24,2022-05-24,long,gfs-single,summer-heat-long,7,7.818,0.4811,1,0.4799,
weather-follow,2022-05-24,2022-05-31,2022-05-25,2022-05-25,long,gfs-single,summer-heat-long,7,9.375,0.5849,3,0.7347,
weather-follow,2022-05-25,2022-06-01,2022-05-26,2022-05-26,long,gfs-single,summer-heat-long,7,14.173,0.7453,6,0.8148,
weather-follow,2022-05-25,2022-06-01,2022-05-27,2022-05-27,long,gfs-single,summer-heat-long,7,14.173,0.7453,6,0.8148,
weather-follow,2022-05-25,2022-06-01,2022-05-31,2022-05-31,long,gfs-single,summer-heat-long,7,14.173,0.7453,6,0.8148,
weather-follow,2022-05-26,2022-06-02,2022-06-01,2022-06-01,long,gfs-single,summer-heat-long,7,12.195,0.7358,7,0.8145,
weather-follow,2022-05-31,2022-06-07,2022-06-02,2022-06-02,long,gfs-single,summer-heat-long,7,8.494,0.4623,4,0.646,
weather-follow,2022-05-31,2022-06-07,2022-06-03,2022-06-03,long,gfs-single,summer-heat-long,7,8.494,0.4623,4,0.646,
weather-reversion,2022-05-31,2022-06-07,2022-06-06,2022-06-06,short,gfs-single,reversion-short,7,8.494,0.4623,4,0.646,3.7621
weather-follow,2022-06-08,2022-06-15,2022-06-09,2022-06-09,long,gfs-single,summer-heat-long,7,10.268,0.5094,6,0.778,
weather-follow,2022-06-08,2022-06-15,2022-06-10,2022-06-10,long,gfs-single,summer-heat-long,7,10.268,0.5094,6,0.778,
weather-follow,2022-06-08,2022-06-15,2022-06-13,2022-06-13,long,gfs-single,summer-heat-long,7,10.268,0.5094,6,0.778,
weather-follow,2022-06-11,2022-06-18,2022-06-14,2022-06-14,long,gfs-single,summer-heat-long,7,8.945,0.5094,4,0.7041,
weather-follow,2022-06-14,2022-06-21,2022-06-15,2022-06-15,long,gfs-single,summer-heat-long,7,9.146,0.5,6,0.7475,
weather-follow,2022-06-15,2022-06-22,2022-06-16,2022-06-16,long,gfs-single,summer-heat-long,7,9.782,0.6698,8,0.8098,
weather-follow,2022-06-15,2022-06-22,2022-06-17,2022-06-17,long,gfs-single,summer-heat-long,7,9.782,0.6698,8,0.8098,
weather-follow,2022-06-15,2022-06-22,2022-06-21,2022-06-21,long,gfs-single,summer-heat-long,7,9.782,0.6698,8,0.8098,
weather-follow,2022-06-16,2022-06-23,2022-06-22,2022-06-22,long,gfs-single,summer-heat-long,7,9.698,0.6321,6,0.7991,
weather-reversion,2022-06-16,2022-06-23,2022-06-23,2022-06-23,long,gfs-single,reversion-long,7,9.698,0.6321,6,0.7991,-8.152
weather-reversion,2022-06-17,2022-06-24,2022-06-24,2022-06-24,long,gfs-single,reversion-long,7,8.007,0.5943,3,0.6845,-9.8818
weather-follow,2022-06-25,2022-07-02,2022-06-27,2022-06-27,long,gfs-single,summer-heat-long,7,6.963,0.4151,2,0.4406,
weather-follow,2022-06-25,2022-07-02,2022-06-28,2022-06-28,long,gfs-single,summer-heat-long,7,6.963,0.4151,2,0.4406,
weather-follow,2022-06-25,2022-07-02,2022-06-29,2022-06-29,long,gfs-single,summer-heat-long,7,6.963,0.4151,2,0.4406,
weather-follow,2022-06-29,2022-07-06,2022-06-30,2022-06-30,long,gfs-single,summer-heat-long,7,6.637,0.5377,3,0.5608,
weather-follow,2022-06-29,2022-07-06,2022-07-01,2022-07-01,long,gfs-single,summer-heat-long,7,6.637,0.5377,3,0.5608,
weather-follow,2022-06-29,2022-07-06,2022-07-05,2022-07-05,long,gfs-single,summer-heat-long,7,6.637,0.5377,3,0.5608,
weather-follow,2022-07-04,2022-07-11,2022-07-06,2022-07-06,long,gfs-single,summer-heat-long,7,6.825,0.4151,4,0.5042,
weather-follow,2022-07-04,2022-07-11,2022-07-07,2022-07-07,long,gfs-single,summer-heat-long,7,6.825,0.4151,4,0.5042,
weather-follow,2022-07-05,2022-07-12,2022-07-08,2022-07-08,long,gfs-single,summer-heat-long,7,6.753,0.3774,3,0.434,
weather-reversion,2022-07-05,2022-07-12,2022-07-11,2022-07-11,short,gfs-single,reversion-short,7,6.753,0.3774,3,0.434,10.2358
weather-follow,2022-07-14,2022-07-21,2022-07-15,2022-07-15,long,gfs-single,summer-heat-long,7,7.299,0.4057,2,0.4495,
weather-follow,2022-07-17,2022-07-24,2022-07-18,2022-07-18,long,gfs-single,summer-heat-long,7,13.133,0.7925,8,0.8149,
weather-follow,2022-07-17,2022-07-24,2022-07-19,2022-07-19,long,gfs-single,summer-heat-long,7,13.133,0.7925,8,0.8149,
weather-follow,2022-07-17,2022-07-24,2022-07-20,2022-07-20,long,gfs-single,summer-heat-long,7,13.133,0.7925,8,0.8149,
weather-reversion,2022-07-17,2022-07-24,2022-07-21,2022-07-21,short,gfs-single,reversion-short,7,13.133,0.7925,8,0.8149,10.4786
weather-reversion,2022-07-18,2022-07-25,2022-07-22,2022-07-22,short,gfs-single,reversion-short,7,9.624,0.5472,5,0.7668,6.6298
weather-follow,2022-07-21,2022-07-28,2022-07-25,2022-07-25,long,gfs-single,summer-heat-long,7,7.799,0.4151,3,0.5261,
weather-follow,2022-07-21,2022-07-28,2022-07-26,2022-07-26,long,gfs-single,summer-heat-long,7,7.799,0.4151,3,0.5261,
weather-reversion,2022-07-21,2022-07-28,2022-07-27,2022-07-27,short,gfs-single,reversion-short,7,7.799,0.4151,3,0.5261,11.473
weather-follow,2022-07-28,2022-08-04,2022-07-29,2022-07-29,long,gfs-single,summer-heat-long,7,12.171,0.7264,7,0.8144,
weather-follow,2022-07-29,2022-08-05,2022-08-01,2022-08-01,long,gfs-single,summer-heat-long,7,12.777,0.783,8,0.8149,
weather-follow,2022-07-29,2022-08-05,2022-08-02,2022-08-02,long,gfs-single,summer-heat-long,7,12.777,0.783,8,0.8149,
weather-follow,2022-07-29,2022-08-05,2022-08-03,2022-08-03,long,gfs-single,summer-heat-long,7,12.777,0.783,8,0.8149,
weather-follow,2022-08-01,2022-08-08,2022-08-04,2022-08-04,long,gfs-single,summer-heat-long,7,9.645,0.6698,4,0.7889,
weather-follow,2022-08-02,2022-08-09,2022-08-05,2022-08-05,long,gfs-single,summer-heat-long,7,7.579,0.4151,3,0.5141,
weather-reversion,2022-08-02,2022-08-09,2022-08-08,2022-08-08,short,gfs-single,reversion-short,7,7.579,0.4151,3,0.5141,4.3923
weather-follow,2022-08-19,2022-08-26,2022-08-22,2022-08-22,long,gfs-single,summer-heat-long,7,6.369,0.4057,1,0.3636,
weather-follow,2022-08-22,2022-08-29,2022-08-23,2022-08-23,long,gfs-single,summer-heat-long,7,9.163,0.4906,3,0.6656,
weather-follow,2022-08-22,2022-08-29,2022-08-24,2022-08-24,long,gfs-single,summer-heat-long,7,9.163,0.4906,3,0.6656,
weather-follow,2022-08-22,2022-08-29,2022-08-25,2022-08-25,long,gfs-single,summer-heat-long,7,9.163,0.4906,3,0.6656,
weather-follow,2022-08-24,2022-08-31,2022-08-26,2022-08-26,long,gfs-single,summer-heat-long,7,8.276,0.6226,0,0.4928,
weather-follow,2022-08-24,2022-08-31,2022-08-29,2022-08-29,long,gfs-single,summer-heat-long,7,8.276,0.6226,0,0.4928,
weather-follow,2022-08-29,2022-09-05,2022-08-30,2022-08-30,long,gfs-single,summer-heat-long,7,7.665,0.4528,4,0.5922,
weather-follow,2022-08-29,2022-09-05,2022-08-31,2022-08-31,long,gfs-single,summer-heat-long,7,7.665,0.4528,4,0.5922,
weather-follow,2022-08-29,2022-09-05,2022-09-01,2022-09-01,long,gfs-single,summer-heat-long,7,7.665,0.4528,4,0.5922,
weather-follow,2022-09-01,2022-09-08,2022-09-02,2022-09-02,long,gfs-single,summer-heat-long,7,9.207,0.3774,5,0.6221,
weather-follow,2022-09-03,2022-09-10,2022-09-06,2022-09-06,long,gfs-single,summer-heat-long,7,10.749,0.717,4,0.8059,
weather-follow,2022-09-03,2022-09-10,2022-09-07,2022-09-07,long,gfs-single,summer-heat-long,7,10.749,0.717,4,0.8059,
weather-follow,2022-09-03,2022-09-10,2022-09-08,2022-09-08,long,gfs-single,summer-heat-long,7,10.749,0.717,4,0.8059,
weather-reversion,2022-09-03,2022-09-10,2022-09-09,2022-09-09,long,gfs-single,reversion-long,7,10.749,0.717,4,0.8059,-10.3549
weather-follow,2022-09-11,2022-09-18,2022-09-12,2022-09-12,long,gfs-single,summer-heat-long,7,7.449,0.5755,2,0.5936,
weather-follow,2022-09-12,2022-09-19,2022-09-13,2022-09-13,long,gfs-single,summer-heat-long,7,9.514,0.5943,3,0.7435,
weather-follow,2022-09-13,2022-09-20,2022-09-14,2022-09-14,long,gfs-single,summer-heat-long,7,16.548,0.8868,8,0.815,
weather-follow,2022-09-13,2022-09-20,2022-09-15,2022-09-15,long,gfs-single,summer-heat-long,7,16.548,0.8868,8,0.815,
weather-follow,2022-09-13,2022-09-20,2022-09-16,2022-09-16,long,gfs-single,summer-heat-long,7,16.548,0.8868,8,0.815,
weather-reversion,2022-09-13,2022-09-20,2022-09-19,2022-09-19,long,gfs-single,reversion-long,7,16.548,0.8868,8,0.815,-7.4837
weather-follow,2022-09-15,2022-09-22,2022-09-20,2022-09-20,long,gfs-single,summer-heat-long,7,13.143,0.8302,8,0.815,
weather-reversion,2022-09-15,2022-09-22,2022-09-21,2022-09-21,long,gfs-single,reversion-long,7,13.143,0.8302,8,0.815,-6.9435
weather-follow,2023-04-24,2023-05-01,2023-04-25,2023-04-25,short,gfs-single,summer-cold-short,7,-4.714,0.3585,6,0.3618,
weather-follow,2023-04-24,2023-05-01,2023-04-26,2023-04-26,short,gfs-single,summer-cold-short,7,-4.714,0.3585,6,0.3618,
weather-follow,2023-04-24,2023-05-01,2023-04-27,2023-04-27,short,gfs-single,summer-cold-short,7,-4.714,0.3585,6,0.3618,
weather-reversion,2023-04-24,2023-05-01,2023-04-28,2023-04-28,long,gfs-single,reversion-long,7,-4.714,0.3585,6,0.3618,-4.3115
weather-follow,2023-05-02,2023-05-09,2023-05-03,2023-05-03,long,gfs-single,summer-heat-long,7,7.017,0.4434,2,0.4663,
weather-follow,2023-05-02,2023-05-09,2023-05-04,2023-05-04,long,gfs-single,summer-heat-long,7,7.017,0.4434,2,0.4663,
weather-follow,2023-05-02,2023-05-09,2023-05-05,2023-05-05,long,gfs-single,summer-heat-long,7,7.017,0.4434,2,0.4663,
weather-follow,2023-05-07,2023-05-14,2023-05-08,2023-05-08,long,gfs-single,summer-heat-long,7,10.936,0.6887,3,0.7966,
weather-follow,2023-05-07,2023-05-14,2023-05-09,2023-05-09,long,gfs-single,summer-heat-long,7,10.936,0.6887,3,0.7966,
