strategyId,variant,componentStrategyId,componentVariant,researchInstrument,signalInstrument,componentGrossReturnPct,componentTradingCostPct,componentNetReturnPct,signalDate,issueDate,targetDate,entryTradeDate,exitTradeDate,targetTradeDate,direction,sourceId,windowId,thesisKind,priorCloseThesisKind,leadDays,confidence,weightedAnomalyF,coolingDemandAnomalyF,coolingDemandCoveragePct,coolingDemandExtremeCount,coveragePct,coldCoveragePct,warmCoveragePct,extremeCount,storageDate,storageReleaseAt,storageBcf,storageSeasonalAverageBcf,storageSeasonalDiffPct,storageDeficitHeatTilt,heatSizeMultiplier,indexFraction,ungPosition,ungReturnPct,indexReturnPct,grossReturnPct,tradingCostPct,netReturnPct,componentMaterialRow,executionInstrument,executionPriceConvention,priorUngPosition,deployedUngPosition,deployedVooPosition,deployedQqqmPosition,ungOvernightReturnPct,ungIntradayReturnPct,vooReturnPct,qqqmReturnPct,indexOvernightReturnPct,indexIntradayReturnPct,overnightPortfolioReturnPct,intradayPortfolioReturnPct,priorCloseReturnContributionPct,currentSessionReturnContributionPct,gasTargetTurnover,vooTargetTurnover,qqqmTargetTurnover,gasTurnover,vooTurnover,qqqmTurnover,indexTurnover,totalTurnover,gasTradingCostPct,vooTradingCostPct,qqqmTradingCostPct,borrowCostPct,frictionContractId,frictionScenarioId,equity,equityPct,drawdownPct,rank,realizedMovePct,reversionDemandMode,weatherResolutionMode,weatherResolutionSource,weatherResolutionIssueDate,weatherResolutionSourceIds,weatherResolutionOriginalAnomalyF,weatherResolutionAnomalyF,weatherResolutionShiftF,weatherResolutionAction,weatherResolutionScale,priorCloseComponentThesisKinds,investedIndexFraction,cashFraction,indexRiskMode,indexRiskOn,sourceStrategyId,blendLeg,followPosition,reversionPosition,componentThesisKinds,positionPolicy,holdPeriodPolicy,holdPeriodAction,holdPeriodParentDay,holdPeriodLimit,followFreshnessPolicy,followFreshnessAction,followFreshnessAgeDays,weatherResolutionPolicy,weatherResolutionAvailableFromDate,weatherResolutionReliefF,coldFollowStoragePolicy,coldFollowStorageAction,coldFollowStorageMinSeasonDrawdownBcf,coldFollowStorageMaxStorageVsSeasonalAverageBcf,heatingDemandPolicy,heatingDemandAction,heatingDemandAnomalyF,heatingDemandScale,coldDemandCoveragePct,warmDemandCoveragePct,storageReleaseDate,storageAvailableFromDate,storageSeasonPeakBcf,storageSeasonDrawdownBcf,storageVsSeasonalAverageBcf,storageSeasonalPercentile,storageWeeklyChangeBcf,storageWeeklyChangeVsSeasonalAverageBcf,overlayRiskMultiplier,effectiveOverlayCap,materialRow,activeReturnPct,componentSplit,split
ngas-all-year-beta,all-year-beta,ngas-winter-alpha,winter-alpha,UNG,UNG,0.9055,0.0117,0.8939,2023-02-24,2023-02-24,2023-03-03,2023-03-02,2023-03-02,2023-03-02,short,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,weather-reversion,reversion-short,warm-short,7,1,5.723,,,,0.8491,0,0,9,2023-02-17,,2195,2058.87,,,,0.6875,-0.3125,-1.3979,0.7796,0.9055,0.0117,0.8939,true,UNG,Yahoo daily split-and-distribution-adjusted open and close,-0.59894256,-0.30625,0.539,0.13475,0.64515553,-2.02991012,0.74701655,0.90998303,-0.60807184,1.39643152,-0.64685324,1.56250571,-0.64685324,1.54073745,0.28500378,0.18976582,0.0474953,0.29269256,0.18940083,0.04768976,0.23709059,0.52978316,0.00930558,0.00188176,0.00047381,0,qore-causal-etf-execution-v2,baseline,127303.69,27.3037,-13.1872,35.3749,,,,close-forecast,2023-03-02,gefs-mean|gfs,5.723,13.593,7.87,confirm-scaled,1.25,follow:warm-short|reversion:reversion-short,0.6875,0,full-index-fallback,true,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,weather-hybrid-reversion,0,-0.3125,reversion:reversion-short,short-fade-plus-cold-follow-vol-long-graded-shift-sizing-storage-drawdown-400bcf-hdd-follow-tiered-risk-125,parent-selected,parent-kept,,,none,,,graded-shift-sizing,2023-03-02,-7.87,storage-drawdown-400bcf,not-cold-follow,,,hdd-follow-tiered,not-follow,,1,,,2023-02-23,2023-02-24,3644,1449,136.13,58.97,-71,75.69,1.25,0.5625,true,0.1143,train,train
ngas-all-year-beta,all-year-beta,ngas-winter-alpha,winter-alpha,UNG,UNG,-1.196,0.0002,-1.1961,2023-02-24,2023-02-24,2023-03-03,2023-03-03,2023-03-03,2023-03-03,short,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,weather-reversion,reversion-short,reversion-short,7,1,5.723,,,,0.8491,0,0,9,2023-02-24,,2114,1931.72,,,,0.6875,-0.3125,7.7426,1.6694,-1.196,0.0002,-1.1961,true,UNG,Yahoo daily split-and-distribution-adjusted open and close,-0.30155636,-0.30625,0.539,0.13475,1.85387214,5.78158408,1.58417201,2.01044488,0.50485825,1.15868283,-0.20806564,-0.98994757,-0.20806564,-0.98807546,0.01079837,0.0013465,0.00032254,0.00469364,0.00242791,0.00135447,0.00378238,0.00847602,0.00014988,0.00002423,0.00001352,0,qore-causal-etf-execution-v2,baseline,125781.01,25.781,-14.2255,35.3749,,,,close-forecast,2023-03-02,gefs-mean|gfs,5.723,13.593,7.87,confirm-scaled,1.25,reversion:reversion-short,0.6875,0,full-index-fallback,true,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,weather-hybrid-reversion,0,-0.3125,reversion:reversion-short,short-fade-plus-cold-follow-vol-long-graded-shift-sizing-storage-drawdown-400bcf-hdd-follow-tiered-risk-125,parent-selected,parent-kept,,,none,,,graded-shift-sizing,2023-03-02,-7.87,storage-drawdown-400bcf,not-cold-follow,,,hdd-follow-tiered,not-follow,,1,,,2023-03-02,2023-03-03,3644,1530,182.28,66.67,-81,46.15,1.25,0.5625,true,-2.8656,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,0.1187,0,0.1187,2023-03-06,2023-03-06,2023-03-06,2023-03-06,2023-03-06,2023-03-06,long,US-INDEX-BASKET,index-fallback,index-fallback,reversion-short,0,0,0,0,0,0,0,0,0,0,2023-02-24,2023-03-02T15:30:00.000Z,2114,1801.4,17.3532,false,1,1,0,-12.4494,0.1213,3.9315,0.0125,3.919,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,-0.27672526,0,0.784,0.196,-11.94332279,-0.57471485,0.1212086,0.12164377,0.30362236,-0.18171259,4.11688823,-0.17807834,4.11688823,-0.19792821,0.32719578,0.23369591,0.05793164,0.27672526,0.25406036,0.06277798,0.31683834,0.59356361,0.00921977,0.0026452,0.00065362,0,qore-causal-etf-execution-v2,baseline,130710.37,30.7104,-10.864,0,,fixed,none,,,,,,,,1,reversion:reversion-short,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,3.7977,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,-1.4522,0,-1.4522,2023-03-07,2023-03-07,2023-03-07,2023-03-07,2023-03-07,2023-03-07,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2023-02-24,2023-03-02T15:30:00.000Z,2114,1801.4,17.3532,false,1,1,0,1.3873,-1.4837,-1.4538,0,-1.4538,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.784,0.19576157,0.46242733,0.92060853,-1.54683751,-1.23125229,-0.01991224,-1.46411552,-0.01952646,-1.43453773,-0.01952646,-1.43426079,0,0.00037491,0.00029253,0,0.00031691,0,0.00031691,0.00031691,0,0.00000317,0,0,qore-causal-etf-execution-v2,baseline,128810.1,28.8101,-12.1599,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.0299,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,0.2182,0,0.2182,2023-03-08,2023-03-08,2023-03-08,2023-03-08,2023-03-08,2023-03-08,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2023-02-24,2023-03-02T15:30:00.000Z,2114,1801.4,17.3532,false,1,1,0,-2.1665,0.223,0.2185,0,0.2185,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78315123,0.19632748,-0.79818295,-1.37930906,0.15575721,0.49208056,0.05794953,0.16493664,0.05678835,0.16164853,0.05678835,0.16174033,0,0.00068236,0.00014941,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,129091.55,29.0916,-11.968,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.0045,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,-1.7777,0,-1.7777,2023-03-09,2023-03-09,2023-03-09,2023-03-09,2023-03-09,2023-03-09,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2023-02-24,2023-03-02T15:30:00.000Z,2114,1801.4,17.3532,false,1,1,0,-3.9627,-1.817,-1.7798,0,-1.7798,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78295906,0.19659394,0.6993056,-4.62963607,-1.83058312,-1.76283844,0.20561418,-2.01848499,0.20135208,-1.97712456,0.20135208,-1.98110554,0,0.00117299,0.00068481,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,126793.98,26.794,-13.5348,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.0373,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,-1.3867,0,-1.3867,2023-03-10,2023-03-10,2023-03-10,2023-03-10,2023-03-10,2023-03-10,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2023-03-03,2023-03-09T15:30:00.000Z,2030,1694,19.8347,false,1,1,0,-2.4272,-1.418,-1.3884,0,-1.3884,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78207801,0.19704214,0.24272401,-2.66344142,-1.43395892,-1.35416343,-0.10008445,-1.31919385,-0.09781135,-1.29180228,-0.09781135,-1.29053875,0,0.0015781,0.00071868,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,125033.58,25.0336,-14.7352,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.0296,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,0.0037,0,0.0036,2023-03-13,2023-03-13,2023-03-13,2023-03-13,2023-03-13,2023-03-13,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2023-03-03,2023-03-09T15:30:00.000Z,2030,1694,19.8347,false,1,1,0,7.5871,0.0011,0.0026,0,0.0026,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.784,0.196,3.23383371,4.21686048,-0.16915426,0.68216958,-1.02396211,1.03538576,-1.00188882,1.01467804,-1.00188882,1.00447106,0,0.00193998,0.00078688,0,0.00275614,0.00138896,0.0041451,0.0041451,0,0.00002729,0.00001375,0,qore-causal-etf-execution-v2,baseline,125036.83,25.0368,-14.733,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.0015,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,1.748,0,1.748,2023-03-14,2023-03-14,2023-03-14,2023-03-14,2023-03-14,2023-03-14,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2023-03-03,2023-03-09T15:30:00.000Z,2030,1694,19.8347,false,1,1,0,-0.9249,1.7835,1.748,0,1.748,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78374322,0.196,-0.69363548,-0.2328342,1.66063083,2.27519848,1.34714765,0.43063931,1.32044666,0.42194925,1.32044666,0.42751361,0,0.00052875,0.00073005,0,0,0.0007161,0.0007161,0.0007161,0,0,0.00000726,0,qore-causal-etf-execution-v2,baseline,127222.47,27.2225,-13.2426,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.0356,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,-0.3748,0,-0.3748,2023-03-15,2023-03-15,2023-03-15,2023-03-15,2023-03-15,2023-03-15,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2023-03-03,2023-03-09T15:30:00.000Z,2030,1694,19.8347,false,1,1,0,-5.4842,-0.3838,-0.3748,0,-0.3748,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78152052,0.19802834,-4.90081787,-0.6134876,-0.61674629,0.54797711,-1.39575202,1.02573628,-1.36689419,1.00582217,-1.36689419,0.99207365,0,0.0012012,0.0010296,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,126745.64,26.7456,-13.5677,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.009,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,1.862,0.0001,1.8619,2023-03-16,2023-03-16,2023-03-16,2023-03-16,2023-03-16,2023-03-16,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2023-03-03,2023-03-09T15:30:00.000Z,2030,1694,19.8347,false,1,1,0,2.963,1.8989,1.862,0.0001,1.8619,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.784,0.196,0.74073411,2.20588613,1.71072977,2.65169131,-0.54892017,2.46103181,-0.53684676,2.41181117,-0.53684676,2.39879308,0,0.00310212,0.00285463,0,0.00371551,0.00335874,0.00707425,0.00707425,0,0.00003696,0.00003341,0,qore-causal-etf-execution-v2,baseline,129105.52,29.1055,-11.9584,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.037,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,-0.9454,0,-0.9454,2023-03-17,2023-03-17,2023-03-17,2023-03-17,2023-03-17,2023-03-17,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2023-03-10,2023-03-16T14:30:00.000Z,1972,1599.6,23.2808,false,1,1,0,-6.4748,-0.9654,-0.9454,0,-0.9454,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78302326,0.196,-4.4364551,-2.13299378,-1.09380387,-0.4516761,-0.25292723,-0.71441501,-0.24775949,-0.69935126,-0.24775949,-0.69763251,0,0.00054847,0.00102015,0,0,0.00139992,0.00139992,0.00139992,0,0,0.00001396,0,qore-causal-etf-execution-v2,baseline,127884.95,27.885,-12.7908,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.02,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,0.7698,0,0.7698,2023-03-20,2023-03-20,2023-03-20,2023-03-20,2023-03-20,2023-03-20,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2023-03-10,2023-03-16T14:30:00.000Z,1972,1599.6,23.2808,false,1,1,0,-4.359,0.7869,0.7698,0,0.7698,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78287037,0.19602388,-1.41025809,-2.99089749,0.90304933,0.32223261,0.09029446,0.69583928,0.08808417,0.68110151,0.08808417,0.68170146,0,0.0017223,0.00059796,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,128869.41,28.8694,-12.1195,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.0171,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,1.3094,0,1.3094,2023-03-21,2023-03-21,2023-03-21,2023-03-21,2023-03-21,2023-03-21,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2023-03-10,2023-03-16T14:30:00.000Z,1972,1599.6,23.2808,false,1,1,0,3.6193,1.3374,1.3094,0,1.3094,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78379768,0.1954147,-3.753354,7.66016997,1.30806985,1.45493085,0.86155828,0.47194835,0.84351583,0.46198046,0.84351583,0.46587734,0,0.00068777,0.0002752,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,130556.83,30.5568,-10.9687,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.028,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,-1.5691,0,-1.5691,2023-03-22,2023-03-22,2023-03-22,2023-03-22,2023-03-22,2023-03-22,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2023-03-10,2023-03-16T14:30:00.000Z,1972,1599.6,23.2808,false,1,1,0,-4.5278,-1.6023,-1.5691,0,-1.5691,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78323186,0.19607235,-1.16429693,-3.40313818,-1.65811466,-1.37921099,-0.01858538,-1.58405917,-0.01819463,-1.55122573,-0.01819463,-1.55094349,0,0.000698,0.00000597,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,128508.26,28.5083,-12.3657,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.0332,train,train
ngas-all-year-beta,all-year-beta,ngas-winter-alpha,winter-alpha,UNG,UNG,0.0624,0.0087,0.0537,2023-03-17,2023-03-17,2023-03-25,2023-03-23,2023-03-23,2023-03-23,long,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,weather-reversion,reversion-long,index-fallback,8,1,9.089,,,,0.8868,0,0,7,2023-03-10,,1972,1761.51,,,,0.7903,0.2097,-2.71,0.4381,0.0624,0.0087,0.0537,true,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0.205506,0.6195952,0.1548988,-0.54200489,-2.17984088,0.23770122,1.23957298,0.85448657,-0.41327582,0.83684203,-0.76805002,0.83684203,-0.78317232,0.205506,0.16299873,0.04148538,0.205506,0.16229601,0.04236256,0.20465857,0.41016457,0.00663122,0.00163654,0.00042717,0,qore-causal-etf-execution-v2,baseline,128577.27,28.5773,-12.3187,39.6938,,,,close-forecast,2023-03-23,gefs-mean|gfs,9.089,8.378,-0.711,confirm-scaled,0.8389,,0.7903,0,full-index-fallback,true,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,vol-confirmed-weather-hybrid-reversion,0,0.2097,reversion:reversion-long,short-fade-plus-cold-follow-vol-long-graded-shift-sizing-storage-drawdown-400bcf-hdd-follow-tiered-risk-125,parent-selected,parent-kept,,,none,,,graded-shift-sizing,2023-03-23,0.711,storage-drawdown-400bcf,not-cold-follow,,,hdd-follow-tiered,not-follow,,1,,,2023-03-16,2023-03-17,3644,1672,210.49,66.67,-58,14.26,1.25,0.5625,true,-0.3844,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,0.5925,0.0001,0.5925,2023-03-24,2023-03-24,2023-03-24,2023-03-24,2023-03-24,2023-03-24,long,US-INDEX-BASKET,index-fallback,index-fallback,reversion-long,0,0,0,0,0,0,0,0,0,0,2023-03-17,2023-03-23T14:30:00.000Z,1900,1558.8,21.8886,false,1,1,0,2.0891,0.6038,1.2212,0.0087,1.2124,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0.20754421,0,0.784,0.196,2.78551937,-0.67750935,0.66647674,0.35318449,-0.29279756,0.89937091,0.33683673,0.88138349,0.33683673,0.87560607,0.20259983,0.16270728,0.0399622,0.20754421,0.16680411,0.04074237,0.20754648,0.41509069,0.00666379,0.00167366,0.0004088,0,qore-causal-etf-execution-v2,baseline,130136.14,30.1361,-11.2556,0,,fixed,none,,,,,,,,1,reversion:reversion-long,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.6086,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,-0.0012,0,-0.0012,2023-03-27,2023-03-27,2023-03-27,2023-03-27,2023-03-27,2023-03-27,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2023-03-17,2023-03-23T14:30:00.000Z,1900,1558.8,21.8886,false,1,1,0,-3.5471,-0.0025,-0.0011,0,-0.0012,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.784,0.19476905,-2.31923708,-1.25697874,0.16503838,-0.67260713,0.52443249,-0.52444862,0.51434772,-0.51284549,0.51434772,-0.51549929,0,0.00094688,0.00068744,0,0.00159141,0,0.00159141,0.00159141,0,0.000016,0,0,qore-causal-etf-execution-v2,baseline,130134.58,30.1346,-11.2567,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.0013,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,-0.2418,0,-0.2418,2023-03-28,2023-03-28,2023-03-28,2023-03-28,2023-03-28,2023-03-28,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2023-03-17,2023-03-23T14:30:00.000Z,1900,1558.8,21.8886,false,1,1,0,-3.3946,-0.2477,-0.2418,0,-0.2418,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78471869,0.19390304,-2.12164203,-1.30058023,-0.17573922,-0.53542453,-0.18186109,-0.06596326,-0.17787957,-0.06400253,-0.17787957,-0.06388868,0,0.00065865,0.00199889,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,129819.91,29.8199,-11.4713,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.0059,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,1.4719,0,1.4719,2023-03-29,2023-03-29,2023-03-29,2023-03-29,2023-03-29,2023-03-29,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2023-03-17,2023-03-23T14:30:00.000Z,1900,1558.8,21.8886,false,1,1,0,1.0249,1.5051,1.4719,0,1.4719,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78512726,0.19370806,-1.17130197,2.22222364,1.42218593,1.83661261,1.0976829,0.40290288,1.07385341,0.39384245,1.07385341,0.39807174,0,0.00117801,0.00256997,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,131730.73,31.7307,-10.1682,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.0331,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,0.6494,0,0.6494,2023-03-30,2023-03-30,2023-03-30,2023-03-30,2023-03-30,2023-03-30,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2023-03-17,2023-03-23T14:30:00.000Z,1900,1558.8,21.8886,false,1,1,0,-3.1884,0.6639,0.6494,0,0.6494,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.7847843,0.19427852,-2.1739144,-1.03703958,0.5967179,0.93282792,0.70506591,-0.04087056,0.69006819,-0.04040385,0.69006819,-0.04068266,0,0.00079313,0.00187479,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,132586.19,32.5862,-9.5849,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.0146,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,1.4208,0,1.4208,2023-03-31,2023-03-31,2023-03-31,2023-03-31,2023-03-31,2023-03-31,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2023-03-24,2023-03-30T14:30:00.000Z,1853,1532,20.953,false,1,1,0,3.8922,1.4516,1.4208,0,1.4208,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78468189,0.19441463,3.29341726,0.57970958,1.39663192,1.67125673,0.20581886,1.24330112,0.20170224,1.21668399,0.20170224,1.21913807,0,0.00038247,0.0013281,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,134469.98,34.47,-8.3002,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.0307,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,0.259,0,0.259,2023-04-03,2023-04-03,2023-04-03,2023-04-03,2023-04-03,2023-04-03,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2023-03-24,2023-03-30T14:30:00.000Z,1853,1532,20.953,false,1,1,0,-3.3141,0.2639,0.259,0,0.259,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78508714,0.1942113,-3.31412128,0,0.39619345,-0.26509882,-0.24390996,0.50902561,-0.23844634,0.49859352,-0.23844634,0.49740464,0,0.00019524,0.00084744,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,134818.25,34.8183,-8.0627,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.005,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,-0.5064,0,-0.5064,2023-04-04,2023-04-04,2023-04-04,2023-04-04,2023-04-04,2023-04-04,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2023-03-24,2023-03-30T14:30:00.000Z,1853,1532,20.953,false,1,1,0,-1.4903,-0.5166,-0.5064,0,-0.5064,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78529529,0.19413947,-0.74515932,-0.75074647,-0.56414891,-0.32663252,0.1669047,-0.68241143,0.16346629,-0.66879148,0.16346629,-0.66988473,0,0.00126866,0.00186751,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,134135.54,34.1355,-8.5283,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.0102,train,train
